group_id	items_in_group	lo_value	p	FDR	goodsgrna
SERPINF1	8	3.8892e-01	6.4751e-01	0.997477	3
GPR137B	8	3.8916e-01	6.4764e-01	0.997477	3
NonTargetingControlGuideForHuman_0193	1	3.8972e-01	3.8986e-01	0.966045	0
GCLM	8	3.9190e-01	6.4949e-01	0.997477	3
PHLDB1	8	3.9296e-01	6.5025e-01	0.997477	3
RAPH1	8	3.9325e-01	6.5041e-01	0.997477	1
NonTargetingControlGuideForHuman_0028	1	3.9414e-01	3.9434e-01	0.966045	0
NonTargetingControlGuideForHuman_0056	1	3.9608e-01	3.9626e-01	0.966045	0
SNX24	8	3.9626e-01	6.5269e-01	0.997477	2
NKAIN1	8	3.9659e-01	6.5296e-01	0.997477	2
ABLIM3	8	3.9693e-01	6.5319e-01	0.997477	1
NonTargetingControlGuideForHuman_0120	1	3.9777e-01	3.9800e-01	0.966045	0
CXCL12	8	3.9792e-01	6.5387e-01	0.997477	3
NonTargetingControlGuideForHuman_0048	1	3.9829e-01	3.9858e-01	0.966045	0
KCNJ10	8	3.9842e-01	6.5425e-01	0.997477	3
BTN3A3	8	3.9892e-01	6.5458e-01	0.997477	3
NFE2L3	8	3.9925e-01	6.5477e-01	0.997477	3
CCDC113	8	3.9926e-01	6.5478e-01	0.997477	2
CCND2	8	3.9928e-01	6.5478e-01	0.997477	3
PAK3	8	3.9992e-01	6.5517e-01	0.997477	3
HCAR2	8	4.0026e-01	6.5544e-01	0.997477	2
NonTargetingControlGuideForHuman_0051	1	4.0082e-01	4.0088e-01	0.966134	0
FAM26F	8	4.0190e-01	6.5671e-01	0.997477	3
IFI27	8	4.0333e-01	6.5770e-01	0.997477	2
MARCKSL1	8	4.0372e-01	6.5791e-01	0.997477	3
SLC23A2	8	4.0434e-01	6.5830e-01	0.997477	3
CD207	8	4.0454e-01	6.5847e-01	0.997477	3
TRAF1	8	4.0456e-01	6.5849e-01	0.997477	2
HLA-DPA1	8	4.0521e-01	6.5886e-01	0.997477	3
PDGFC	8	4.0522e-01	6.5887e-01	0.997477	2
SDC4	8	4.0620e-01	6.5955e-01	0.997477	3
IRF2	8	4.0670e-01	6.5993e-01	0.997477	3
GBP1	8	4.0757e-01	6.6054e-01	0.997477	2
RXFP1	8	4.0785e-01	6.6073e-01	0.997477	1
IFT74	8	4.0818e-01	6.6100e-01	0.997477	3
SLC35F5	8	4.0885e-01	6.6137e-01	0.997477	3
GLRX	8	4.0934e-01	6.6173e-01	0.997477	3
ATP7A	8	4.1009e-01	6.6229e-01	0.997477	2
P2RY2	8	4.1026e-01	6.6236e-01	0.997477	3
ADORA2A	7	4.1058e-01	6.3568e-01	0.997477	3
C14orf79	8	4.1100e-01	6.6290e-01	0.997477	2
C5orf51	8	4.1201e-01	6.6356e-01	0.997477	3
UGT1A8	8	4.1211e-01	6.6364e-01	0.997477	3
ANP32B	8	4.1406e-01	6.6492e-01	0.997477	3
MDK	8	4.1471e-01	6.6532e-01	0.997477	2
SLC43A2	8	4.1805e-01	6.6768e-01	0.997477	2
ME3	8	4.1845e-01	6.6792e-01	0.997477	3
PTGFRN	8	4.1860e-01	6.6803e-01	0.997477	2
IL12RB2	8	4.1865e-01	6.6804e-01	0.997477	2
RGS1	8	4.1989e-01	6.6890e-01	0.997477	2
PKD2L1	8	4.2118e-01	6.6984e-01	0.997477	2
PLK3	8	4.2275e-01	6.7100e-01	0.997477	3
ARSB	8	4.2487e-01	6.7253e-01	0.997477	2
NPR1	8	4.2535e-01	6.7292e-01	0.997477	1
LIG4	8	4.2573e-01	6.7319e-01	0.997477	3
ACE	8	4.2599e-01	6.7342e-01	0.997477	3
EPAS1	8	4.2656e-01	6.7381e-01	0.997477	3
GOLPH3L	8	4.2663e-01	6.7386e-01	0.997477	2
CBWD3	8	4.2695e-01	6.7414e-01	0.997477	2
PRR16	8	4.2706e-01	6.7422e-01	0.997477	3
PRDM16	8	4.2807e-01	6.7490e-01	0.997477	2
SAMHD1	8	4.2918e-01	6.7565e-01	0.997477	2
ZNF691	8	4.2982e-01	6.7608e-01	0.997477	1
NonTargetingControlGuideForHuman_0103	1	4.3004e-01	4.2985e-01	0.977106	0
C1orf122	8	4.3045e-01	6.7652e-01	0.997477	3
IL1R1	8	4.3266e-01	6.7822e-01	0.997477	2
LGALS8	8	4.3318e-01	6.7858e-01	0.997477	3
PLAU	8	4.3614e-01	6.8088e-01	0.997477	3
ARRDC3	8	4.3644e-01	6.8112e-01	0.997477	3
BATF2	8	4.3708e-01	6.8147e-01	0.997477	3
CXCL16	8	4.3744e-01	6.8175e-01	0.997477	3
RBCK1	8	4.3814e-01	6.8220e-01	0.997477	3
TRIM22	8	4.3843e-01	6.8240e-01	0.997477	2
NonTargetingControlGuideForHuman_0148	1	4.3855e-01	4.3837e-01	0.984235	0
KPTN	8	4.3897e-01	6.8286e-01	0.997477	2
CCND1	8	4.3923e-01	6.8301e-01	0.997477	3
CCDC87	8	4.3959e-01	6.8321e-01	0.997477	2
EXOC4	8	4.4022e-01	6.8371e-01	0.997477	2
TNFRSF9	8	4.4053e-01	6.8401e-01	0.997477	2
RBM11	8	4.4141e-01	6.8465e-01	0.997477	3
ELOVL7	8	4.4147e-01	6.8468e-01	0.997477	2
DNAJB5	8	4.4178e-01	6.8493e-01	0.997477	2
PREPL	8	4.4276e-01	6.8563e-01	0.997477	3
NonTargetingControlGuideForHuman_0121	1	4.4290e-01	4.4279e-01	0.984433	0
DCUN1D3	8	4.4303e-01	6.8580e-01	0.997477	2
FAM19A2	8	4.4334e-01	6.8607e-01	0.997477	2
SLC27A2	8	4.4489e-01	6.8715e-01	0.997477	3
TKTL1	8	4.4617e-01	6.8801e-01	0.997477	2
NonTargetingControlGuideForHuman_0061	1	4.4686e-01	4.4674e-01	0.984433	0
CLEC4F	8	4.4696e-01	6.8856e-01	0.997477	3
FCRL4	8	4.4706e-01	6.8861e-01	0.997477	1
MGAT5B	8	4.4887e-01	6.8991e-01	0.997477	3
NonTargetingControlGuideForHuman_0154	1	4.4907e-01	4.4889e-01	0.984433	0
DEFA3	8	4.4920e-01	6.9015e-01	0.997477	3
ZSWIM3	8	4.5014e-01	6.9079e-01	0.997477	1
ANKRD66	8	4.5137e-01	6.9171e-01	0.997477	1
TRPC3	8	4.5209e-01	6.9223e-01	0.997477	3
GPR180	8	4.5248e-01	6.9253e-01	0.997477	2
KIR3DL3	8	4.5307e-01	6.9300e-01	0.997477	2
KYNU	8	4.5349e-01	6.9333e-01	0.997477	3
FOSL2	8	4.5352e-01	6.9336e-01	0.997477	1
MASTL	8	4.5444e-01	6.9399e-01	0.997477	2
CRLF2	8	4.5596e-01	6.9501e-01	0.997477	2
JUN	8	4.5718e-01	6.9597e-01	0.997477	2
BATF	8	4.5728e-01	6.9604e-01	0.997477	3
EMP2	8	4.5740e-01	6.9612e-01	0.997477	2
PSMA6	8	4.5749e-01	6.9619e-01	0.997477	2
PLAC8	8	4.5826e-01	6.9674e-01	0.997477	3
MCL1	8	4.5843e-01	6.9687e-01	0.997477	3
GPX2	8	4.5897e-01	6.9724e-01	0.997477	2
ITGA11	8	4.5909e-01	6.9735e-01	0.997477	3
C1QC	8	4.6113e-01	6.9871e-01	0.997477	1
TTC21A	8	4.6203e-01	6.9935e-01	0.997477	1
RABAC1	8	4.6238e-01	6.9957e-01	0.997477	3
ITGB7	8	4.6287e-01	6.9999e-01	0.997477	3
NonTargetingControlGuideForHuman_0071	1	4.6296e-01	4.6287e-01	0.993934	0
KIAA1671	8	4.6304e-01	7.0012e-01	0.997477	3
MGLL	8	4.6320e-01	7.0022e-01	0.997477	3
NonTargetingControlGuideForHuman_0111	1	4.6406e-01	4.6405e-01	0.993934	0
MC5R	8	4.6419e-01	7.0088e-01	0.997477	3
TREM2	8	4.6444e-01	7.0106e-01	0.997477	2
FAM19A3	8	4.6468e-01	7.0123e-01	0.997477	3
NFS1	8	4.6655e-01	7.0259e-01	0.997477	2
TRMT1L	8	4.6685e-01	7.0280e-01	0.997477	1
SP110	8	4.6797e-01	7.0352e-01	0.997477	2
IKBKE	8	4.6864e-01	7.0396e-01	0.997477	2
NonTargetingControlGuideForHuman_0163	1	4.6867e-01	4.6834e-01	0.993934	0
HIVEP1	8	4.6894e-01	7.0414e-01	0.997477	2
TUFT1	8	4.7092e-01	7.0554e-01	0.997477	3
NUPR1	7	4.7107e-01	6.8880e-01	0.997477	1
KIR2DL4	8	4.7167e-01	7.0612e-01	0.997477	2
SLC45A2	8	4.7221e-01	7.0650e-01	0.997477	3
SDS	8	4.7251e-01	7.0674e-01	0.997477	1
CABLES1	8	4.7272e-01	7.0689e-01	0.997477	3
RAD9A	8	4.7281e-01	7.0694e-01	0.997477	2
C5orf54	8	4.7342e-01	7.0732e-01	0.997477	3
OPTN	8	4.7361e-01	7.0747e-01	0.997477	2
FAM46C	8	4.7600e-01	7.0915e-01	0.997847	3
SUSD3	8	4.7606e-01	7.0919e-01	0.997847	2
NFKBIZ	8	4.7617e-01	7.0925e-01	0.997847	3
HAVCR2	8	4.7665e-01	7.0963e-01	0.997847	2
RIPK3	8	4.7884e-01	7.1127e-01	0.999481	3
NonTargetingControlGuideForHuman_0005	1	4.7887e-01	4.7859e-01	0.993934	0
NonTargetingControlGuideForHuman_0073	1	4.8055e-01	4.8022e-01	0.993934	0
NonTargetingControlGuideForHuman_0173	1	4.8133e-01	4.8096e-01	0.993934	0
TOR1B	8	4.8136e-01	7.1293e-01	0.999998	3
OASL	8	4.8206e-01	7.1343e-01	0.999998	3
HIST2H2AB	8	4.8339e-01	7.1440e-01	0.999998	2
ZNF543	8	4.8456e-01	7.1520e-01	0.999998	2
SYT17	8	4.8549e-01	7.1587e-01	0.999998	3
IFNGR1	7	4.8673e-01	7.0234e-01	0.997477	3
PPIF	8	4.8804e-01	7.1785e-01	0.999998	2
NOD2	8	4.8944e-01	7.1888e-01	0.999998	3
NonTargetingControlGuideForHuman_0174	1	4.8977e-01	4.8951e-01	0.993934	0
F2RL2	8	4.9022e-01	7.1939e-01	0.999998	3
CCL5	8	4.9150e-01	7.2031e-01	0.999998	1
TCTEX1D1	8	4.9234e-01	7.2092e-01	0.999998	3
IL1R2	8	4.9436e-01	7.2224e-01	0.999998	2
NDN	8	4.9670e-01	7.2385e-01	0.999998	2
XDH	8	4.9770e-01	7.2443e-01	0.999998	3
TNNI1	8	4.9842e-01	7.2491e-01	0.999998	3
THTPA	8	4.9892e-01	7.2527e-01	0.999998	2
NonTargetingControlGuideForHuman_0160	1	4.9893e-01	4.9884e-01	0.993934	0
GREM1	8	4.9949e-01	7.2565e-01	0.999998	3
HOMEZ	8	4.9977e-01	7.2586e-01	0.999998	1
PFKFB3	8	5.0030e-01	7.2626e-01	0.999998	3
H1F0	8	5.0089e-01	7.2670e-01	0.999998	3
NonTargetingControlGuideForHuman_0166	1	5.0192e-01	5.0190e-01	0.993934	0
NRL	8	5.0322e-01	7.2847e-01	0.999998	3
ZC3HAV1	8	5.0487e-01	7.2970e-01	0.999998	2
DHFRL1	8	5.0597e-01	7.3044e-01	0.999998	2
ANXA2R	8	5.0619e-01	7.3057e-01	0.999998	2
RIMBP3	8	5.0711e-01	7.3118e-01	0.999998	3
CCND3	8	5.0759e-01	7.3148e-01	0.999998	3
SEC14L2	8	5.0905e-01	7.3252e-01	0.999998	2
CCL4	8	5.0953e-01	7.3285e-01	0.999998	3
ZNF140	8	5.1016e-01	7.3325e-01	0.999998	2
AKAP3	8	5.1035e-01	7.3340e-01	0.999998	2
PNRC1	8	5.1050e-01	7.3347e-01	0.999998	3
B3GNT5	8	5.1072e-01	7.3363e-01	0.999998	2
CBLN3	8	5.1099e-01	7.3378e-01	0.999998	3
DUSP5	8	5.1155e-01	7.3420e-01	0.999998	1
IFIT1	8	5.1238e-01	7.3477e-01	0.999998	1
C16orf52	8	5.1405e-01	7.3592e-01	0.999998	3
CLIC5	8	5.1504e-01	7.3659e-01	0.999998	3
NonTargetingControlGuideForHuman_0068	1	5.1542e-01	5.1532e-01	0.993934	0
TMEM217	8	5.1550e-01	7.3692e-01	0.999998	3
NonTargetingControlGuideForHuman_0095	1	5.1555e-01	5.1545e-01	0.993934	0
ENG	8	5.1711e-01	7.3800e-01	0.999998	3
LRP12	8	5.1735e-01	7.3818e-01	0.999998	2
RGAG4	8	5.1789e-01	7.3851e-01	0.999998	3
VEGFC	8	5.1872e-01	7.3906e-01	0.999998	3
SCG3	8	5.1953e-01	7.3968e-01	0.999998	3
FGD2	8	5.1969e-01	7.3978e-01	0.999998	3
NonTargetingControlGuideForHuman_0191	1	5.1984e-01	5.1957e-01	0.993934	0
ACSL4	8	5.2140e-01	7.4097e-01	0.999998	2
S1PR3	8	5.2172e-01	7.4122e-01	0.999998	2
CISH	8	5.2281e-01	7.4189e-01	0.999998	2
C15orf48	8	5.2363e-01	7.4247e-01	0.999998	3
SYNE2	8	5.2386e-01	7.4262e-01	0.999998	3
HIST1H2BD	8	5.2401e-01	7.4272e-01	0.999998	2
SYTL2	8	5.2475e-01	7.4319e-01	0.999998	2
ADAMTS7	8	5.2498e-01	7.4332e-01	0.999998	2
SEC22B	8	5.2623e-01	7.4411e-01	0.999998	2
BRSK1	8	5.2642e-01	7.4428e-01	0.999998	2
SRXN1	8	5.2658e-01	7.4439e-01	0.999998	3
SQLE	8	5.2660e-01	7.4440e-01	0.999998	1
SLAMF1	8	5.2698e-01	7.4466e-01	0.999998	2
ACRC	8	5.2738e-01	7.4493e-01	0.999998	3
ATL3	8	5.2768e-01	7.4514e-01	0.999998	2
NonTargetingControlGuideForHuman_0187	1	5.2789e-01	5.2740e-01	0.993934	0
NonTargetingControlGuideForHuman_0182	1	5.2879e-01	5.2830e-01	0.993934	0
SOBP	8	5.2920e-01	7.4620e-01	0.999998	3
FAM83G	8	5.2938e-01	7.4633e-01	0.999998	2
ARID5A	8	5.2994e-01	7.4668e-01	0.999998	3
AMZ1	8	5.3064e-01	7.4721e-01	0.999998	2
DYNLL1	8	5.3117e-01	7.4754e-01	0.999998	3
WDFY1	8	5.3224e-01	7.4828e-01	0.999998	3
IL27	8	5.3251e-01	7.4845e-01	0.999998	2
NonTargetingControlGuideForHuman_0157	1	5.3289e-01	5.3228e-01	0.993934	0
NonTargetingControlGuideForHuman_0153	1	5.3373e-01	5.3303e-01	0.993934	0
AGXT	8	5.3384e-01	7.4945e-01	0.999998	2
C1orf106	8	5.3457e-01	7.4994e-01	0.999998	3
ZBTB42	8	5.3528e-01	7.5050e-01	0.999998	2
NonTargetingControlGuideForHuman_0162	1	5.3691e-01	5.3622e-01	0.993934	0
GRB10	8	5.3703e-01	7.5173e-01	0.999998	1
AIDA	8	5.3749e-01	7.5200e-01	0.999998	2
NonTargetingControlGuideForHuman_0143	1	5.3775e-01	5.3702e-01	0.993934	0
SPATC1	8	5.3895e-01	7.5302e-01	0.999998	2
NonTargetingControlGuideForHuman_0024	1	5.3970e-01	5.3901e-01	0.993934	0
HLA-DOB	8	5.4125e-01	7.5458e-01	0.999998	3
MYBPC3	8	5.4178e-01	7.5499e-01	0.999998	1
ITGAV	8	5.4406e-01	7.5663e-01	0.999998	3
KCNH4	8	5.4439e-01	7.5686e-01	0.999998	3
FAP	8	5.4465e-01	7.5709e-01	0.999998	2
C4orf33	8	5.4607e-01	7.5819e-01	0.999998	2
KEAP1	8	5.4674e-01	7.5859e-01	0.999998	2
SPATS2L	8	5.4716e-01	7.5891e-01	0.999998	2
NonTargetingControlGuideForHuman_0027	1	5.4736e-01	5.4702e-01	0.993934	0
SSBP3	8	5.4742e-01	7.5910e-01	0.999998	3
SLC7A1	8	5.4879e-01	7.6014e-01	0.999998	2
EMR1	8	5.4881e-01	7.6015e-01	0.999998	2
ZNF441	8	5.4987e-01	7.6092e-01	0.999998	3
KIAA1217	8	5.5088e-01	7.6180e-01	0.999998	1
MKX	8	5.5114e-01	7.6194e-01	0.999998	2
SMAD7	8	5.5215e-01	7.6269e-01	0.999998	3
SLC7A11	8	5.5222e-01	7.6273e-01	0.999998	2
NonTargetingControlGuideForHuman_0080	1	5.5321e-01	5.5300e-01	0.993934	0
MN1	8	5.5345e-01	7.6364e-01	0.999998	2
ADA	8	5.5422e-01	7.6418e-01	0.999998	3
CTRL	8	5.5593e-01	7.6536e-01	0.999998	3
ZNF205	8	5.5626e-01	7.6560e-01	0.999998	2
NonTargetingControlGuideForHuman_0040	1	5.5658e-01	5.5656e-01	0.993934	0
BEST1	8	5.5671e-01	7.6600e-01	0.999998	3
MYO1G	8	5.5828e-01	7.6710e-01	0.999998	3
PARP11	8	5.5830e-01	7.6712e-01	0.999998	2
SAMD9	8	5.5859e-01	7.6729e-01	0.999998	3
LIN37	8	5.5906e-01	7.6763e-01	0.999998	3
GALNT2	8	5.5957e-01	7.6800e-01	0.999998	2
GIMAP5	8	5.5969e-01	7.6804e-01	0.999998	3
NonTargetingControlGuideForHuman_0180	1	5.6035e-01	5.6037e-01	0.993934	0
BAI1	8	5.6204e-01	7.6965e-01	0.999998	3
DHRS9	8	5.6407e-01	7.7100e-01	0.999998	3
BBS12	8	5.6411e-01	7.7103e-01	0.999998	2
AIM1	8	5.6562e-01	7.7211e-01	0.999998	3
TM2D2	8	5.6625e-01	7.7251e-01	0.999998	3
POLN	8	5.6707e-01	7.7306e-01	0.999998	2
B4GALT5	8	5.6737e-01	7.7323e-01	0.999998	1
MMP9	8	5.6750e-01	7.7330e-01	0.999998	3
LILRA5	8	5.6765e-01	7.7339e-01	0.999998	3
OSBPL9	8	5.7029e-01	7.7525e-01	0.999998	3
IGIP	8	5.7169e-01	7.7631e-01	0.999998	3
NonTargetingControlGuideForHuman_0156	1	5.7191e-01	5.7199e-01	0.994176	0
AKAP12	8	5.7258e-01	7.7686e-01	0.999998	1
YJEFN3	8	5.7324e-01	7.7737e-01	0.999998	3
NonTargetingControlGuideForHuman_0052	1	5.7372e-01	5.7379e-01	0.994176	0
PCDH11X	8	5.7430e-01	7.7815e-01	0.999998	2
PARP14	8	5.7448e-01	7.7830e-01	0.999998	3
IRF3	8	5.7463e-01	7.7835e-01	0.999998	3
AKAP8	8	5.7484e-01	7.7850e-01	0.999998	2
DFNB31	8	5.7510e-01	7.7866e-01	0.999998	3
RAB42	8	5.7618e-01	7.7946e-01	0.999998	3
ERAP2	8	5.7660e-01	7.7978e-01	0.999998	2
IDO1	8	5.7676e-01	7.7987e-01	0.999998	1
SEMA4D	8	5.7847e-01	7.8104e-01	0.999998	1
NonTargetingControlGuideForHuman_0070	1	5.7859e-01	5.7875e-01	0.994176	0
ST3GAL5	8	5.7871e-01	7.8120e-01	0.999998	1
NonTargetingControlGuideForHuman_0029	1	5.7924e-01	5.7953e-01	0.994176	0
MYO5C	8	5.7957e-01	7.8176e-01	0.999998	2
NonTargetingControlGuideForHuman_0097	1	5.8015e-01	5.8049e-01	0.994176	0
A2M	8	5.8166e-01	7.8322e-01	0.999998	2
UBE2S	8	5.8573e-01	7.8623e-01	0.999998	2
MVB12B	8	5.8649e-01	7.8678e-01	0.999998	3
JUNB	8	5.8669e-01	7.8688e-01	0.999998	2
NonTargetingControlGuideForHuman_0049	1	5.8684e-01	5.8712e-01	0.994176	0
ITIH4	8	5.8741e-01	7.8742e-01	0.999998	3
NonTargetingControlGuideForHuman_0147	1	5.8762e-01	5.8787e-01	0.994176	0
UGT1A1	8	5.8774e-01	7.8766e-01	0.999998	2
NonTargetingControlGuideForHuman_0136	1	5.8827e-01	5.8845e-01	0.994176	0
CCL1	8	5.9032e-01	7.8956e-01	0.999998	2
CRP	8	5.9050e-01	7.8969e-01	0.999998	2
MAFB	8	5.9075e-01	7.8986e-01	0.999998	3
TLX2	8	5.9153e-01	7.9041e-01	0.999998	3
RALGDS	8	5.9198e-01	7.9076e-01	0.999998	3
CD3EAP	8	5.9342e-01	7.9185e-01	0.999998	2
ZNFX1	8	5.9381e-01	7.9213e-01	0.999998	3
CXCL11	8	5.9393e-01	7.9223e-01	0.999998	2
OLFM2	8	5.9487e-01	7.9295e-01	0.999998	3
ZNF485	8	5.9548e-01	7.9331e-01	0.999998	3
SPATA5	8	5.9598e-01	7.9372e-01	0.999998	2
PLIN2	8	5.9618e-01	7.9389e-01	0.999998	1
C17orf66	8	5.9642e-01	7.9405e-01	0.999998	2
HIST2H2BE	8	5.9670e-01	7.9427e-01	0.999998	3
NonTargetingControlGuideForHuman_0113	1	5.9781e-01	5.9801e-01	0.996438	0
CXCL1	8	5.9821e-01	7.9542e-01	0.999998	3
IL3RA	8	5.9957e-01	7.9640e-01	0.999998	3
TNFRSF18	8	6.0092e-01	7.9735e-01	0.999998	2
HMSD	8	6.0109e-01	7.9746e-01	0.999998	3
PIK3R3	8	6.0202e-01	7.9817e-01	0.999998	1
UBA7	8	6.0295e-01	7.9880e-01	0.999998	1
ZNF616	8	6.0335e-01	7.9910e-01	0.999998	3
NonTargetingControlGuideForHuman_0141	1	6.0476e-01	6.0530e-01	0.996438	0
NonTargetingControlGuideForHuman_0022	1	6.0482e-01	6.0536e-01	0.996438	0
KIFC3	8	6.0500e-01	8.0034e-01	0.999998	3
NonTargetingControlGuideForHuman_0137	1	6.0508e-01	6.0552e-01	0.996438	0
LHFPL2	8	6.0526e-01	8.0049e-01	0.999998	2
ANKS1B	8	6.0532e-01	8.0052e-01	0.999998	2
PTPRN2	8	6.0561e-01	8.0075e-01	0.999998	3
SCO2	8	6.0595e-01	8.0098e-01	0.999998	1
ARG2	8	6.0636e-01	8.0126e-01	0.999998	3
ARHGAP31	8	6.0726e-01	8.0186e-01	0.999998	3
PKP2	8	6.0802e-01	8.0244e-01	0.999998	2
PARPBP	8	6.0915e-01	8.0317e-01	0.999998	2
PLK2	8	6.0951e-01	8.0344e-01	0.999998	3
CRTAM	8	6.1053e-01	8.0413e-01	0.999998	2
RAB27A	8	6.1098e-01	8.0451e-01	0.999998	2
MET	8	6.1160e-01	8.0493e-01	0.999998	3
EHF	8	6.1205e-01	8.0520e-01	0.999998	3
NonTargetingControlGuideForHuman_0055	1	6.1216e-01	6.1235e-01	0.996438	0
FEZ1	8	6.1454e-01	8.0702e-01	0.999998	2
ARNTL	8	6.1460e-01	8.0708e-01	0.999998	2
FZD5	8	6.1504e-01	8.0739e-01	0.999998	2
RNASE6	8	6.1505e-01	8.0741e-01	0.999998	2
MX2	8	6.1518e-01	8.0747e-01	0.999998	3
OPRM1	8	6.1520e-01	8.0751e-01	0.999998	3
NFKB2	8	6.1640e-01	8.0840e-01	0.999998	2
NTRK1	8	6.1662e-01	8.0854e-01	0.999998	2
OSMR	8	6.1819e-01	8.0970e-01	0.999998	2
SKIDA1	8	6.1819e-01	8.0970e-01	0.999998	1
NonTargetingControlGuideForHuman_0084	1	6.1865e-01	6.1890e-01	0.996438	0
YAE1D1	8	6.1874e-01	8.1010e-01	0.999998	3
TLCD1	8	6.1963e-01	8.1077e-01	0.999998	3
BRIP1	8	6.2067e-01	8.1148e-01	0.999998	3
NXPH4	8	6.2149e-01	8.1203e-01	0.999998	2
RIPK2	8	6.2155e-01	8.1208e-01	0.999998	3
TMOD3	8	6.2232e-01	8.1258e-01	0.999998	3
ZNF610	8	6.2273e-01	8.1285e-01	0.999998	3
GPR84	8	6.2303e-01	8.1310e-01	0.999998	3
NonTargetingControlGuideForHuman_0059	1	6.2326e-01	6.2369e-01	0.996438	0
TMEM178B	8	6.2332e-01	8.1328e-01	0.999998	3
ELFN1	8	6.2363e-01	8.1350e-01	0.999998	2
B2M	8	6.2436e-01	8.1407e-01	0.999998	3
GRASP	8	6.2441e-01	8.1411e-01	0.999998	3
JUP	8	6.2656e-01	8.1564e-01	0.999998	3
SHISA5	8	6.2671e-01	8.1572e-01	0.999998	3
IFITM3	8	6.2730e-01	8.1614e-01	0.999998	3
TNNT2	8	6.2739e-01	8.1624e-01	0.999998	2
CHAC2	8	6.2788e-01	8.1661e-01	0.999998	3
EDN1	8	6.2818e-01	8.1681e-01	0.999998	3
SERTAD1	8	6.2821e-01	8.1684e-01	0.999998	2
ARHGEF3	8	6.2902e-01	8.1743e-01	0.999998	2
NPAS2	8	6.3096e-01	8.1876e-01	0.999998	3
HIST1H3D	8	6.3111e-01	8.1883e-01	0.999998	3
C5	8	6.3271e-01	8.1988e-01	0.999998	3
RASGRP3	8	6.3292e-01	8.2000e-01	0.999998	3
CHAC1	8	6.3357e-01	8.2054e-01	0.999998	2
ALAS1	8	6.3400e-01	8.2085e-01	0.999998	2
RBMS2	8	6.3534e-01	8.2188e-01	0.999998	2
WNT10A	8	6.3606e-01	8.2229e-01	0.999998	3
KLHL41	8	6.3650e-01	8.2260e-01	0.999998	3
G3BP1	8	6.3888e-01	8.2426e-01	0.999998	2
C10orf55	8	6.3939e-01	8.2462e-01	0.999998	3
ZNF540	8	6.3978e-01	8.2492e-01	0.999998	2
PLEKHF1	8	6.4032e-01	8.2527e-01	0.999998	2
DCAF7	8	6.4042e-01	8.2534e-01	0.999998	1
PADI2	8	6.4048e-01	8.2539e-01	0.999998	2
MSMO1	8	6.4084e-01	8.2565e-01	0.999998	1
NonTargetingControlGuideForHuman_0087	1	6.4086e-01	6.4196e-01	0.997477	0
ID1	8	6.4113e-01	8.2584e-01	0.999998	3
AKAP2	8	6.4329e-01	8.2744e-01	0.999998	3
TNFRSF10A	8	6.4509e-01	8.2867e-01	0.999998	2
GLIPR2	8	6.4516e-01	8.2871e-01	0.999998	3
C1QB	8	6.4573e-01	8.2912e-01	0.999998	2
SLC35A2	8	6.4620e-01	8.2954e-01	0.999998	2
MED20	8	6.4631e-01	8.2962e-01	0.999998	3
CCRL2	8	6.4803e-01	8.3081e-01	0.999998	3
SEMA4G	8	6.4904e-01	8.3144e-01	0.999998	2
ZNF850	8	6.5131e-01	8.3249e-01	0.999998	2
SERPING1	8	6.5234e-01	8.3288e-01	0.999998	1
ZUFSP	8	6.5337e-01	8.3331e-01	0.999998	2
VMP1	8	6.5378e-01	8.3347e-01	0.999998	1
HK2	8	6.5440e-01	8.3371e-01	0.999998	1
IL12RB1	8	6.5705e-01	8.3460e-01	0.999998	2
TTC39B	8	6.6443e-01	8.3753e-01	0.999998	2
HS3ST1	8	6.6452e-01	8.3755e-01	0.999998	1
SRBD1	8	6.6489e-01	8.3769e-01	0.999998	2
ZNF221	8	6.6531e-01	8.3786e-01	0.999998	2
NonTargetingControlGuideForHuman_0129	1	6.6592e-01	6.6679e-01	0.997477	0
RET	8	6.6730e-01	8.3859e-01	0.999998	2
APOE	8	6.6779e-01	8.3878e-01	0.999998	2
AHNAK2	8	6.6869e-01	8.3913e-01	0.999998	2
C5orf58	8	6.6900e-01	8.3927e-01	0.999998	2
KIAA1199	8	6.7475e-01	8.4161e-01	0.999998	2
NonTargetingControlGuideForHuman_0115	1	6.7520e-01	6.7590e-01	0.997477	0
SCARB2	8	6.7689e-01	8.4256e-01	0.999998	1
NonTargetingControlGuideForHuman_0039	1	6.7702e-01	6.7764e-01	0.997477	0
MNDA	8	6.7901e-01	8.4338e-01	0.999998	1
PDE4DIP	8	6.7959e-01	8.4359e-01	0.999998	2
LIPG	8	6.7968e-01	8.4365e-01	0.999998	2
NonTargetingControlGuideForHuman_0057	1	6.8196e-01	6.8254e-01	0.997477	0
HELB	8	6.8575e-01	8.4599e-01	0.999998	2
CCDC9	8	6.8766e-01	8.4679e-01	0.999998	2
NonTargetingControlGuideForHuman_0034	1	6.8774e-01	6.8826e-01	0.997477	0
NonTargetingControlGuideForHuman_0078	1	6.8858e-01	6.8906e-01	0.997477	0
NonTargetingControlGuideForHuman_0066	1	6.8877e-01	6.8924e-01	0.997477	0
IL17RB	8	6.9037e-01	8.4791e-01	0.999998	2
NAIP	8	6.9407e-01	8.4931e-01	0.999998	1
