id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
PLIN2	8	0.025899	0.09928	0.985286	202	6	-0.18855	0.59618	0.79389	0.999998	1620	1	-0.18855
C17orf66	8	0.67125	0.83647	0.999998	1680	2	0.085885	0.59642	0.79405	0.999998	1621	2	0.085885
HIST2H2BE	8	0.10534	0.28469	0.999998	559	3	-0.032301	0.5967	0.79427	0.999998	1622	3	-0.032301
NonTargetingControlGuideForHuman_0113	1	0.40219	0.40226	0.999998	1272	0	-0.052601	0.59781	0.59801	0.996438	1623	0	-0.052601
CXCL1	8	0.25606	0.50151	0.999998	968	4	-0.12802	0.59821	0.79542	0.999998	1624	3	-0.12802
IL3RA	8	0.048043	0.16064	0.991029	329	2	0.094856	0.59957	0.7964	0.999998	1625	3	0.094856
TNFRSF18	8	0.42471	0.66842	0.999998	1317	3	0.016989	0.60092	0.79735	0.999998	1626	2	0.016989
HMSD	8	0.64317	0.8251	0.999998	1642	1	0.074166	0.60109	0.79746	0.999998	1627	3	0.074166
PIK3R3	8	0.22448	0.4619	0.999998	893	4	-0.13183	0.60202	0.79817	0.999998	1628	1	-0.13183
UBA7	8	0.22998	0.46894	0.999998	906	4	-0.091014	0.60295	0.7988	0.999998	1629	1	-0.091014
ZNF616	8	0.0245	0.094647	0.985286	191	5	-0.20938	0.60335	0.7991	0.999998	1630	3	-0.20938
NonTargetingControlGuideForHuman_0141	1	0.39524	0.39551	0.999998	1265	0	-0.049528	0.60476	0.6053	0.996438	1631	0	-0.049528
NonTargetingControlGuideForHuman_0022	1	0.39518	0.39544	0.999998	1264	0	-0.05765	0.60482	0.60536	0.996438	1632	0	-0.05765
KIFC3	8	0.20376	0.4363	0.999998	845	2	0.03066	0.605	0.80034	0.999998	1633	3	0.03066
NonTargetingControlGuideForHuman_0137	1	0.39492	0.39512	0.999998	1263	0	-0.073871	0.60508	0.60552	0.996438	1634	0	-0.073871
LHFPL2	8	0.39022	0.64369	0.999998	1252	2	-0.027997	0.60526	0.80049	0.999998	1635	2	-0.027997
ANKS1B	8	0.33477	0.59448	0.999998	1165	4	-0.0048646	0.60532	0.80052	0.999998	1636	2	-0.0048646
PTPRN2	8	0.25523	0.50041	0.999998	967	4	-0.079783	0.60561	0.80075	0.999998	1637	3	-0.079783
SCO2	8	0.16372	0.38407	0.999998	750	4	-0.12753	0.60595	0.80098	0.999998	1638	1	-0.12753
ARG2	8	0.018802	0.075814	0.985286	149	2	-0.0018832	0.60636	0.80126	0.999998	1639	3	-0.0018832
ARHGAP31	8	0.3534	0.61612	0.999998	1197	3	0.024844	0.60726	0.80186	0.999998	1640	3	0.024844
PKP2	8	0.056468	0.17977	0.992426	370	3	-0.032321	0.60802	0.80244	0.999998	1641	2	-0.032321
PARPBP	8	0.46813	0.70045	0.999998	1387	3	-0.03557	0.60915	0.80317	0.999998	1642	2	-0.03557
PLK2	8	0.099519	0.27272	0.999998	532	4	-0.16675	0.60951	0.80344	0.999998	1643	3	-0.16675
CRTAM	8	0.27274	0.52193	0.999998	1009	4	-0.053864	0.61053	0.80413	0.999998	1644	2	-0.053864
RAB27A	8	0.029435	0.11063	0.985286	226	4	-0.14943	0.61098	0.80451	0.999998	1645	2	-0.14943
MET	8	0.09189	0.25689	0.999998	505	5	-0.1239	0.6116	0.80493	0.999998	1646	3	-0.1239
EHF	8	0.18311	0.40964	0.999998	793	3	0.043836	0.61205	0.8052	0.999998	1647	3	0.043836
NonTargetingControlGuideForHuman_0055	1	0.38784	0.3881	0.999998	1247	0	-0.049554	0.61216	0.61235	0.996438	1648	0	-0.049554
FEZ1	8	0.06831	0.20553	0.999998	407	4	-0.1629	0.61454	0.80702	0.999998	1649	2	-0.1629
ARNTL	8	0.080102	0.23183	0.999998	457	5	-0.20778	0.6146	0.80708	0.999998	1650	2	-0.20778
FZD5	8	0.077208	0.22567	0.999998	447	5	-0.1788	0.61504	0.80739	0.999998	1651	2	-0.1788
RNASE6	8	0.10925	0.29246	0.999998	573	5	-0.1228	0.61505	0.80741	0.999998	1652	2	-0.1228
MX2	8	0.28404	0.53531	0.999998	1029	3	-0.038569	0.61518	0.80747	0.999998	1653	3	-0.038569
OPRM1	8	0.10715	0.28823	0.999998	567	4	-0.15266	0.6152	0.80751	0.999998	1654	3	-0.15266
NFKB2	8	0.033433	0.12348	0.985286	251	4	-0.18565	0.6164	0.8084	0.999998	1655	2	-0.18565
NTRK1	8	0.12002	0.31366	0.999998	614	4	-0.057961	0.61662	0.80854	0.999998	1656	2	-0.057961
OSMR	8	0.41431	0.66084	0.999998	1293	3	-0.015396	0.61819	0.8097	0.999998	1657	2	-0.015396
SKIDA1	8	0.033422	0.12345	0.985286	250	5	-0.24304	0.61819	0.8097	0.999998	1658	1	-0.24304
NonTargetingControlGuideForHuman_0084	1	0.38135	0.38143	0.999998	1238	0	-0.052907	0.61865	0.6189	0.996438	1659	0	-0.052907
YAE1D1	8	0.25903	0.50494	0.999998	977	2	0.076755	0.61874	0.8101	0.999998	1660	3	0.076755
TLCD1	8	0.87526	0.93391	0.999998	1936	1	-0.012654	0.61963	0.81077	0.999998	1661	3	-0.012654
BRIP1	8	0.043142	0.14923	0.985286	304	4	-0.25462	0.62067	0.81148	0.999998	1662	3	-0.25462
NXPH4	8	0.16952	0.39189	0.999998	764	4	-0.080446	0.62149	0.81203	0.999998	1663	2	-0.080446
RIPK2	8	0.41985	0.66475	0.999998	1307	3	0.069475	0.62155	0.81208	0.999998	1664	3	0.069475
TMOD3	8	0.74689	0.86893	0.999998	1769	2	0.058475	0.62232	0.81258	0.999998	1665	3	0.058475
ZNF610	8	0.84081	0.91654	0.999998	1889	2	-0.032003	0.62273	0.81285	0.999998	1666	3	-0.032003
GPR84	8	0.055468	0.17743	0.992426	363	3	-0.0042629	0.62303	0.8131	0.999998	1667	3	-0.0042629
NonTargetingControlGuideForHuman_0059	1	0.37674	0.37661	0.999998	1234	1	-0.061964	0.62326	0.62369	0.996438	1668	0	-0.061964
TMEM178B	8	0.23054	0.46967	0.999998	907	2	0.031622	0.62332	0.81328	0.999998	1669	3	0.031622
ELFN1	8	0.6732	0.83727	0.999998	1681	1	-0.04081	0.62363	0.8135	0.999998	1670	2	-0.04081
B2M	8	0.10707	0.288	0.999998	566	3	-0.0071259	0.62436	0.81407	0.999998	1671	3	-0.0071259
GRASP	8	0.20759	0.4409	0.999998	852	3	-0.0048049	0.62441	0.81411	0.999998	1672	3	-0.0048049
JUP	8	0.99248	0.9925	0.999998	2080	0	-0.01148	0.62656	0.81564	0.999998	1673	3	-0.01148
SHISA5	8	0.10242	0.27882	0.999998	545	3	-0.019339	0.62671	0.81572	0.999998	1674	3	-0.019339
IFITM3	8	0.31226	0.56813	0.999998	1106	3	-0.07979	0.6273	0.81614	0.999998	1675	3	-0.07979
TNNT2	8	0.26366	0.51078	0.999998	988	4	-0.049984	0.62739	0.81624	0.999998	1676	2	-0.049984
CHAC2	8	0.3705	0.62921	0.999998	1226	3	0.072938	0.62788	0.81661	0.999998	1677	3	0.072938
EDN1	8	0.81117	0.90018	0.999998	1854	2	0.022009	0.62818	0.81681	0.999998	1678	3	0.022009
SERTAD1	8	0.091548	0.25614	0.999998	503	5	-0.23816	0.62821	0.81684	0.999998	1679	2	-0.23816
ARHGEF3	8	0.21686	0.45236	0.999998	876	3	-0.02079	0.62902	0.81743	0.999998	1680	2	-0.02079
NPAS2	8	0.19725	0.42813	0.999998	833	3	-0.13974	0.63096	0.81876	0.999998	1681	3	-0.13974
HIST1H3D	8	0.48761	0.71476	0.999998	1422	3	-0.029236	0.63111	0.81883	0.999998	1682	3	-0.029236
C5	8	0.2821	0.53304	0.999998	1027	4	-0.036491	0.63271	0.81988	0.999998	1683	3	-0.036491
RASGRP3	8	0.24162	0.48344	0.999998	936	3	-0.0088545	0.63292	0.82	0.999998	1684	3	-0.0088545
CHAC1	8	0.0061407	0.030792	0.948928	63	4	-0.20997	0.63357	0.82054	0.999998	1685	2	-0.20997
ALAS1	8	0.73495	0.86334	0.999998	1753	2	-0.031956	0.634	0.82085	0.999998	1686	2	-0.031956
RBMS2	8	0.29194	0.54481	0.999998	1048	1	-0.046719	0.63534	0.82188	0.999998	1687	2	-0.046719
WNT10A	8	0.54861	0.75837	0.999998	1506	2	-0.0017436	0.63606	0.82229	0.999998	1688	3	-0.0017436
KLHL41	8	0.66166	0.83248	0.999998	1662	2	0.029346	0.6365	0.8226	0.999998	1689	3	0.029346
G3BP1	8	0.63037	0.81818	0.999998	1627	3	-0.064919	0.63888	0.82426	0.999998	1690	2	-0.064919
C10orf55	8	0.75777	0.8739	0.999998	1782	2	0.060708	0.63939	0.82462	0.999998	1691	3	0.060708
ZNF540	8	0.0037625	0.01979	0.897174	43	5	-0.23016	0.63978	0.82492	0.999998	1692	2	-0.23016
PLEKHF1	8	0.27595	0.52563	0.999998	1014	4	-0.14973	0.64032	0.82527	0.999998	1693	2	-0.14973
DCAF7	8	0.29748	0.55138	0.999998	1065	4	-0.054867	0.64042	0.82534	0.999998	1694	1	-0.054867
PADI2	8	0.12651	0.32625	0.999998	640	5	-0.13364	0.64048	0.82539	0.999998	1695	2	-0.13364
MSMO1	8	0.22821	0.46665	0.999998	902	4	-0.11914	0.64084	0.82565	0.999998	1696	1	-0.11914
NonTargetingControlGuideForHuman_0087	1	0.35914	0.35902	0.999998	1213	1	-0.069211	0.64086	0.64196	0.997477	1697	0	-0.069211
ID1	8	0.12122	0.31597	0.999998	620	4	-0.11629	0.64113	0.82584	0.999998	1698	3	-0.11629
AKAP2	8	0.34587	0.60742	0.999998	1180	3	0.075013	0.64329	0.82744	0.999998	1699	3	0.075013
TNFRSF10A	8	0.0020487	0.0113	0.743348	31	6	-0.32899	0.64509	0.82867	0.999998	1700	2	-0.32899
GLIPR2	8	0.13856	0.34895	0.999998	681	4	-0.065648	0.64516	0.82871	0.999998	1701	3	-0.065648
C1QB	8	0.41583	0.66187	0.999998	1296	2	-0.092028	0.64573	0.82912	0.999998	1702	2	-0.092028
SLC35A2	8	0.035706	0.13068	0.985286	269	4	-0.15679	0.6462	0.82954	0.999998	1703	2	-0.15679
MED20	8	0.32804	0.58664	0.999998	1144	3	0.0037418	0.64631	0.82962	0.999998	1704	3	0.0037418
CCRL2	8	0.42656	0.66985	0.999998	1320	3	-0.015042	0.64803	0.83081	0.999998	1705	3	-0.015042
SEMA4G	8	0.098298	0.27009	0.999998	527	4	-0.098553	0.64904	0.83144	0.999998	1706	2	-0.098553
ZNF850	8	0.2797	0.5303	0.999998	1022	3	-0.066527	0.65131	0.83249	0.999998	1707	2	-0.066527
SERPING1	8	0.0018914	0.010416	0.713031	29	6	-0.37906	0.65234	0.83288	0.999998	1708	1	-0.37906
ZUFSP	8	0.57603	0.77824	0.999998	1547	3	-0.088018	0.65337	0.83331	0.999998	1709	2	-0.088018
VMP1	8	0.01521	0.063275	0.974597	129	4	-0.2496	0.65378	0.83347	0.999998	1710	1	-0.2496
HK2	8	0.028423	0.1073	0.985286	215	5	-0.201	0.6544	0.83371	0.999998	1711	1	-0.201
IL12RB1	8	0.03387	0.12482	0.985286	254	4	-0.19707	0.65705	0.8346	0.999998	1712	2	-0.19707
TTC39B	8	0.19037	0.41914	0.999998	811	4	-0.10528	0.66443	0.83753	0.999998	1713	2	-0.10528
HS3ST1	8	0.33058	0.5897	0.999998	1154	4	-0.067044	0.66452	0.83755	0.999998	1714	1	-0.067044
SRBD1	8	0.055622	0.17776	0.992426	365	5	-0.21465	0.66489	0.83769	0.999998	1715	2	-0.21465
ZNF221	8	0.0046804	0.024146	0.948928	50	3	-0.051461	0.66531	0.83786	0.999998	1716	2	-0.051461
NonTargetingControlGuideForHuman_0129	1	0.33408	0.33392	0.999998	1163	1	-0.084482	0.66592	0.66679	0.997477	1717	0	-0.084482
RET	8	0.29888	0.55294	0.999998	1068	4	-0.10012	0.6673	0.83859	0.999998	1718	2	-0.10012
APOE	8	0.51504	0.73432	0.999998	1457	2	-0.033679	0.66779	0.83878	0.999998	1719	2	-0.033679
AHNAK2	8	0.025514	0.0981	0.985286	198	6	-0.27817	0.66869	0.83913	0.999998	1720	2	-0.27817
C5orf58	8	0.32741	0.58594	0.999998	1142	4	-0.072348	0.669	0.83927	0.999998	1721	2	-0.072348
KIAA1199	8	0.74224	0.86685	0.999998	1763	2	0.05056	0.67475	0.84161	0.999998	1722	2	0.05056
NonTargetingControlGuideForHuman_0115	1	0.3248	0.32461	0.999998	1137	1	-0.092247	0.6752	0.6759	0.997477	1723	0	-0.092247
SCARB2	8	0.00098593	0.0057971	0.581094	21	6	-0.2633	0.67689	0.84256	0.999998	1724	1	-0.2633
NonTargetingControlGuideForHuman_0039	1	0.32298	0.32282	0.999998	1132	1	-0.075985	0.67702	0.67764	0.997477	1725	0	-0.075985
MNDA	8	0.033343	0.1232	0.985286	248	6	-0.18997	0.67901	0.84338	0.999998	1726	1	-0.18997
PDE4DIP	8	0.59076	0.78905	0.999998	1571	3	-0.07404	0.67959	0.84359	0.999998	1727	2	-0.07404
LIPG	8	0.30689	0.56182	0.999998	1092	4	-0.086877	0.67968	0.84365	0.999998	1728	2	-0.086877
NonTargetingControlGuideForHuman_0057	1	0.31804	0.31759	0.999998	1122	1	-0.11061	0.68196	0.68254	0.997477	1729	0	-0.11061
HELB	8	0.18485	0.41202	0.999998	798	4	-0.1369	0.68575	0.84599	0.999998	1730	2	-0.1369
CCDC9	8	0.40515	0.65442	0.999998	1277	3	-0.041745	0.68766	0.84679	0.999998	1731	2	-0.041745
NonTargetingControlGuideForHuman_0034	1	0.31226	0.31193	0.999998	1107	1	-0.084032	0.68774	0.68826	0.997477	1732	0	-0.084032
NonTargetingControlGuideForHuman_0078	1	0.31142	0.31096	0.999998	1105	1	-0.11856	0.68858	0.68906	0.997477	1733	0	-0.11856
NonTargetingControlGuideForHuman_0066	1	0.31123	0.31075	0.999998	1104	1	-0.097191	0.68877	0.68924	0.997477	1734	0	-0.097191
IL17RB	8	0.032006	0.11882	0.985286	239	4	-0.054892	0.69037	0.84791	0.999998	1735	2	-0.054892
NAIP	8	0.061393	0.19082	0.999998	388	5	-0.13318	0.69407	0.84931	0.999998	1736	1	-0.13318
HSPA1A	8	0.058457	0.18396	0.998784	377	5	-0.22082	0.69609	0.85004	0.999998	1737	2	-0.22082
PMAIP1	8	0.013025	0.05558	0.974597	111	5	-0.12355	0.69723	0.85042	0.999998	1738	2	-0.12355
SP100	8	0.02896	0.10911	0.985286	222	4	-0.12719	0.69752	0.85055	0.999998	1739	2	-0.12719
PARP9	8	0.4314	0.67338	0.999998	1329	3	-0.022727	0.69774	0.85064	0.999998	1740	2	-0.022727
MSR1	8	0.14269	0.35593	0.999998	695	3	-0.034866	0.69901	0.85109	0.999998	1741	1	-0.034866
SLC23A3	8	0.00038548	0.0024999	0.309552	17	7	-0.49917	0.69992	0.85148	0.999998	1742	1	-0.49917
NonTargetingControlGuideForHuman_0075	1	0.29941	0.29936	0.999998	1072	1	-0.093484	0.70059	0.70108	0.997477	1743	0	-0.093484
LAP3	8	0.23598	0.47641	0.999998	919	4	-0.12351	0.70067	0.85175	0.999998	1744	2	-0.12351
NonTargetingControlGuideForHuman_0198	1	0.29902	0.29899	0.999998	1069	1	-0.11775	0.70098	0.70144	0.997477	1745	0	-0.11775
C3	8	0.10956	0.29309	0.999998	575	5	-0.16673	0.70172	0.85212	0.999998	1746	1	-0.16673
NonTargetingControlGuideForHuman_0089	1	0.29331	0.29303	0.999998	1055	1	-0.098692	0.70669	0.70689	0.997477	1747	0	-0.098692
TRIM25	8	0.16974	0.39218	0.999998	767	4	-0.17468	0.70744	0.85446	0.999998	1748	2	-0.17468
CFB	8	0.29577	0.54943	0.999998	1062	3	-0.031	0.70788	0.85461	0.999998	1749	2	-0.031
C10orf12	8	0.003889	0.020458	0.897174	46	3	0.0061209	0.70802	0.85467	0.999998	1750	2	0.0061209
SAA1	8	0.21017	0.44398	0.999998	864	4	-0.10563	0.70868	0.855	0.999998	1751	2	-0.10563
PARP12	8	0.47555	0.7058	0.999998	1402	2	-0.055431	0.709	0.85514	0.999998	1752	2	-0.055431
MT2A	8	0.093695	0.26065	0.999998	513	4	-0.16631	0.70991	0.85544	0.999998	1753	1	-0.16631
SLC16A1	8	0.01306	0.055721	0.974597	112	5	-0.20198	0.71044	0.85564	0.999998	1754	1	-0.20198
BEST4	8	0.2177	0.45339	0.999998	878	3	-0.033746	0.71054	0.85568	0.999998	1755	2	-0.033746
FAR1	8	0.011627	0.05049	0.974597	103	3	-0.096226	0.71082	0.85578	0.999998	1756	2	-0.096226
TMEM106A	8	0.15758	0.37589	0.999998	734	3	-0.037317	0.71254	0.8565	0.999998	1757	2	-0.037317
SYNM	8	0.16519	0.386	0.999998	754	4	-0.10989	0.71263	0.85654	0.999998	1758	2	-0.10989
ACTL10	8	0.38004	0.63627	0.999998	1237	3	0.021364	0.71374	0.8571	0.999998	1759	2	0.021364
IRAK2	8	0.68246	0.84113	0.999998	1696	2	0.042803	0.71408	0.85724	0.999998	1760	2	0.042803
PXK	8	0.11849	0.31061	0.999998	609	5	-0.15426	0.71532	0.85775	0.999998	1761	2	-0.15426
C12orf55	6	0.15002	0.33925	0.999998	711	3	-0.076375	0.71568	0.82976	0.999998	1762	1	-0.076375
BLVRA	8	0.30023	0.55441	0.999998	1074	4	-0.041662	0.71584	0.85795	0.999998	1763	1	-0.041662
ZFYVE16	8	0.0196	0.078439	0.985286	153	5	-0.26072	0.71787	0.85882	0.999998	1764	2	-0.26072
CDK18	8	0.26103	0.50735	0.999998	981	2	-0.0099936	0.71856	0.85911	0.999998	1765	2	-0.0099936
TMEM41B	8	0.0080799	0.037791	0.96214	78	6	-0.41233	0.72013	0.85982	0.999998	1766	1	-0.41233
NFKBID	8	0.090257	0.25368	0.999998	499	5	-0.24805	0.72149	0.86033	0.999998	1767	1	-0.24805
HIST1H2BK	8	0.35888	0.62057	0.999998	1212	3	-0.09777	0.72427	0.86143	0.999998	1768	2	-0.09777
NonTargetingControlGuideForHuman_0200	1	0.27552	0.2756	0.999998	1013	1	-0.11638	0.72448	0.72496	0.999998	1769	0	-0.11638
TMEM186	8	0.20716	0.44038	0.999998	851	2	0.0063678	0.7297	0.86391	0.999998	1770	2	0.0063678
NonTargetingControlGuideForHuman_0096	1	0.27019	0.27019	0.999998	1002	1	-0.12798	0.72981	0.73022	0.999998	1771	0	-0.12798
BCAS4	8	0.0093348	0.042367	0.974597	87	6	-0.23318	0.73036	0.86419	0.999998	1772	1	-0.23318
BTN3A1	8	0.12601	0.32533	0.999998	638	5	-0.12401	0.73057	0.8643	0.999998	1773	2	-0.12401
EPC1	8	0.61785	0.80905	0.999998	1612	3	-0.03228	0.7315	0.86471	0.999998	1774	2	-0.03228
NonTargetingControlGuideForHuman_0167	1	0.26805	0.26816	0.999998	996	1	-0.12644	0.73195	0.73243	0.999998	1775	0	-0.12644
PMP22	8	0.044199	0.15165	0.985286	313	5	-0.14717	0.73283	0.86531	0.999998	1776	2	-0.14717
RALA	8	0.018196	0.073712	0.985286	146	5	-0.32295	0.73309	0.8654	0.999998	1777	2	-0.32295
DENND1B	8	0.37297	0.63102	0.999998	1230	3	-0.043164	0.73704	0.86698	0.999998	1778	2	-0.043164
HSPA1B	8	0.56874	0.77298	0.999998	1536	3	-0.04931	0.73717	0.86704	0.999998	1779	2	-0.04931
MICB	8	0.96243	0.96556	0.999998	2024	1	0.0076468	0.73834	0.86755	0.999998	1780	2	0.0076468
NIPAL1	8	0.37547	0.63285	0.999998	1232	3	-0.039961	0.73913	0.86799	0.999998	1781	2	-0.039961
NCOA7	8	0.095649	0.26467	0.999998	521	4	-0.10556	0.73994	0.86831	0.999998	1782	1	-0.10556
MAVS	8	0.02518	0.096962	0.985286	195	4	-0.24021	0.74276	0.86964	0.999998	1783	2	-0.24021
PLSCR4	8	0.045214	0.15417	0.986004	317	5	-0.1938	0.7436	0.86999	0.999998	1784	1	-0.1938
NonTargetingControlGuideForHuman_0150	1	0.25519	0.25506	0.999998	966	1	-0.12554	0.74481	0.74543	0.999998	1785	0	-0.12554
GPR155	8	0.91537	0.94452	0.999998	1969	1	0.0088527	0.7461	0.87106	0.999998	1786	2	0.0088527
ZFP3	8	0.3277	0.58623	0.999998	1143	4	-0.096747	0.74674	0.87134	0.999998	1787	2	-0.096747
NonTargetingControlGuideForHuman_0133	1	0.25266	0.25266	0.999998	957	1	-0.15309	0.74734	0.74799	0.999998	1788	0	-0.15309
MT1F	8	0.094652	0.26259	0.999998	516	5	-0.18282	0.7513	0.87328	0.999998	1789	2	-0.18282
CSNK1G2	8	0.1149	0.30376	0.999998	598	4	-0.11527	0.75138	0.87332	0.999998	1790	1	-0.11527
TIFAB	8	0.43136	0.67335	0.999998	1328	3	-0.049418	0.75169	0.87346	0.999998	1791	1	-0.049418
PLAUR	8	0.38241	0.63803	0.999998	1240	2	-0.027313	0.75181	0.87351	0.999998	1792	2	-0.027313
NonTargetingControlGuideForHuman_0099	1	0.24818	0.24823	0.999998	950	1	-0.17652	0.75182	0.75233	0.999998	1793	0	-0.17652
PARP15	8	0.025507	0.098081	0.985286	197	6	-0.28298	0.75215	0.87371	0.999998	1794	1	-0.28298
UGT1A10	8	0.89637	0.93897	0.999998	1953	1	0.025509	0.75565	0.87525	0.999998	1795	1	0.025509
COMMD3	8	3.5654e-06	1.6462e-05	0.008663	4	5	-0.41286	0.75641	0.87556	0.999998	1796	1	-0.41286
NonTargetingControlGuideForHuman_0026	1	0.24286	0.24278	0.999998	939	1	-0.14836	0.75714	0.75775	0.999998	1797	0	-0.14836
IER5	8	0.28444	0.53587	0.999998	1031	4	-0.11463	0.75716	0.87585	0.999998	1798	1	-0.11463
PATL2	8	0.77578	0.88244	0.999998	1803	2	0.046739	0.75768	0.87609	0.999998	1799	2	0.046739
PAX9	8	0.10382	0.28173	0.999998	553	5	-0.10807	0.75792	0.87622	0.999998	1800	2	-0.10807
ATP8B4	8	0.32843	0.58717	0.999998	1146	3	-0.017211	0.75805	0.87628	0.999998	1801	2	-0.017211
ZCCHC2	8	0.52658	0.74236	0.999998	1477	3	0.0044621	0.75926	0.8768	0.999998	1802	2	0.0044621
ZG16B	8	0.24061	0.48214	0.999998	931	4	-0.12691	0.761	0.8775	0.999998	1803	2	-0.12691
CYP27B1	8	0.076561	0.22434	0.999998	443	4	-0.17127	0.76113	0.87755	0.999998	1804	2	-0.17127
MMP13	8	0.012023	0.05185	0.974597	105	6	-0.28327	0.76454	0.87904	0.999998	1805	2	-0.28327
VAMP5	8	0.061309	0.19062	0.999998	387	4	-0.13739	0.76539	0.87953	0.999998	1806	2	-0.13739
CES1	8	0.052563	0.17074	0.992049	351	4	-0.18409	0.76648	0.87995	0.999998	1807	2	-0.18409
HIST2H4A	8	0.11311	0.30018	0.999998	590	5	-0.17612	0.76736	0.88033	0.999998	1808	1	-0.17612
NonTargetingControlGuideForHuman_0007	1	0.23085	0.23081	0.999998	908	1	-0.13115	0.76915	0.76976	0.999998	1809	0	-0.13115
APOF	8	0.014744	0.061779	0.974597	125	6	-0.24888	0.76953	0.8813	0.999998	1810	1	-0.24888
HIST1H4H	8	0.32165	0.5791	0.999998	1129	3	0.0092282	0.77053	0.88173	0.999998	1811	2	0.0092282
CD47	8	0.014572	0.061186	0.974597	122	6	-0.29766	0.7711	0.88197	0.999998	1812	1	-0.29766
SLFN5	8	0.1007	0.2752	0.999998	537	5	-0.16888	0.77139	0.88215	0.999998	1813	2	-0.16888
WNT5A	8	0.018308	0.074065	0.985286	148	5	-0.23463	0.77153	0.88223	0.999998	1814	2	-0.23463
RUFY4	6	0.32833	0.54197	0.999998	1145	2	-0.049324	0.77221	0.85713	0.999998	1815	1	-0.049324
SHOX2	8	0.076519	0.22425	0.999998	441	2	0.023634	0.77223	0.8826	0.999998	1816	2	0.023634
SLIT2	8	0.079905	0.23132	0.999998	456	4	-0.040794	0.77235	0.88268	0.999998	1817	2	-0.040794
CCM2L	8	0.1524	0.36902	0.999998	720	4	-0.096338	0.77282	0.88294	0.999998	1818	2	-0.096338
IGFBP4	8	0.070083	0.20985	0.999998	416	4	-0.14015	0.77294	0.88299	0.999998	1819	2	-0.14015
NonTargetingControlGuideForHuman_0041	1	0.22689	0.22667	0.999998	898	1	-0.15664	0.77311	0.77386	0.999998	1820	0	-0.15664
SCAMP5	8	0.048541	0.16174	0.991029	331	4	-0.075548	0.77338	0.88325	0.999998	1821	1	-0.075548
AKT3	8	0.078876	0.22919	0.999998	448	4	-0.13549	0.77366	0.88337	0.999998	1822	2	-0.13549
PSAT1	8	0.10377	0.28163	0.999998	552	5	-0.11101	0.774	0.88354	0.999998	1823	2	-0.11101
CARD16	8	0.042557	0.14795	0.985286	302	3	0.012738	0.77542	0.88417	0.999998	1824	2	0.012738
OTOF	8	0.13537	0.34305	0.999998	675	4	-0.13676	0.7755	0.88423	0.999998	1825	1	-0.13676
LRRC3	8	0.025931	0.099389	0.985286	203	5	-0.22696	0.77578	0.88437	0.999998	1826	2	-0.22696
LAMP5	8	0.23201	0.47145	0.999998	909	4	-0.1098	0.77592	0.88444	0.999998	1827	2	-0.1098
TIMP1	8	0.017514	0.071318	0.985286	142	4	-0.19651	0.7769	0.88487	0.999998	1828	2	-0.19651
C1S	8	0.15842	0.37694	0.999998	738	4	-0.13737	0.77694	0.88488	0.999998	1829	2	-0.13737
CNP	8	0.21937	0.45542	0.999998	885	2	-0.01895	0.77857	0.88558	0.999998	1830	2	-0.01895
PARP10	8	0.13933	0.35046	0.999998	684	5	-0.15773	0.77982	0.88618	0.999998	1831	2	-0.15773
NonTargetingControlGuideForHuman_0177	1	0.21961	0.21928	0.999998	886	1	-0.22947	0.78039	0.7813	0.999998	1832	0	-0.22947
EIF3L	8	0.23798	0.4789	0.999998	924	4	-0.046535	0.78352	0.88792	0.999998	1833	1	-0.046535
TMEM177	8	0.57765	0.7794	0.999998	1550	2	0.011197	0.78434	0.88834	0.999998	1834	1	0.011197
GPNMB	8	0.0029591	0.01582	0.864306	36	4	-0.10245	0.78627	0.88937	0.999998	1835	2	-0.10245
KPNA7	8	0.22892	0.46763	0.999998	903	4	-0.099102	0.78717	0.88985	0.999998	1836	2	-0.099102
LGALS3BP	8	0.15356	0.3705	0.999998	721	4	-0.14324	0.78763	0.89007	0.999998	1837	2	-0.14324
GBP6	8	9.222e-05	0.00060911	0.183168	7	5	-0.55513	0.79063	0.89141	0.999998	1838	1	-0.55513
STX1A	8	0.034828	0.12787	0.985286	260	6	-0.11407	0.79111	0.89166	0.999998	1839	2	-0.11407
NonTargetingControlGuideForHuman_0036	1	0.20566	0.20543	0.999998	848	1	-0.17451	0.79434	0.79508	0.999998	1840	0	-0.17451
PHF11	8	0.13194	0.33655	0.999998	661	3	-0.041874	0.79445	0.89336	0.999998	1841	2	-0.041874
CCNA1	8	0.13141	0.33557	0.999998	660	4	-0.13674	0.7947	0.89348	0.999998	1842	1	-0.13674
MSMB	8	0.23471	0.47475	0.999998	913	2	-0.028377	0.79632	0.89415	0.999998	1843	2	-0.028377
NonTargetingControlGuideForHuman_0140	1	0.20325	0.20298	0.999998	844	1	-0.1418	0.79675	0.79753	0.999998	1844	0	-0.1418
TGM2	7	0.13808	0.32403	0.999998	680	3	-0.099407	0.79785	0.88802	0.999998	1845	2	-0.099407
NonTargetingControlGuideForHuman_0179	1	0.20202	0.20168	0.999998	842	1	-0.25739	0.79798	0.79879	0.999998	1846	0	-0.25739
A4GALT	8	0.1113	0.29659	0.999998	585	3	-0.097074	0.79818	0.89504	0.999998	1847	2	-0.097074
