sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
HGLibA_41323	NUP205	3366.1	3227.4	3366.1	3227.4	-0.060694	9620.8	1.4168e+05	0.36852	0.35624	0.64376	0.71249	0.82049	False
HGLibB_55484	ZNF189	1280.5	1361.1	1280.5	1361.1	0.087999	3248.4	47885	0.36834	0.64369	0.35631	0.71262	0.82054	True
HGLibA_00475	ACOT13	3810	3958.7	3810	3958.7	0.055193	11044	1.6283e+05	0.36832	0.64368	0.35632	0.71264	0.82054	True
HGLibA_48114	RAB19	7591.5	7372.6	7591.5	7372.6	-0.042187	23937	3.5308e+05	0.36823	0.35635	0.64365	0.7127	0.82056	False
brunello_HSD3B7_2	HSD3B7	5732.8	5546	5732.8	5546	-0.047793	17454	2.5759e+05	0.36812	0.35639	0.64361	0.71278	0.82059	False
brunello_TREX1_3	TREX1	1445.3	1359.1	1445.3	1359.1	-0.088633	3713.4	54852	0.36797	0.35645	0.64355	0.7129	0.82063	False
HGLibB_49262	THBS1	3425.3	3565.1	3425.3	3565.1	0.057713	9777.8	1.4448e+05	0.3679	0.64353	0.35647	0.71295	0.82063	True
HGLibA_41341	NUP43	1079.3	1006.1	1079.3	1006.1	-0.10113	2674.3	39525	0.36786	0.35649	0.64351	0.71298	0.82063	False
HGLibB_30250	MT1H	1579.5	1488.9	1579.5	1488.9	-0.085094	4097.3	60598	0.36773	0.35654	0.64346	0.71307	0.82066	False
brunello_ARHGEF26_3	ARHGEF26	7644.7	7425.4	7644.7	7425.4	-0.041992	24054	3.5587e+05	0.36768	0.35656	0.64344	0.71312	0.82066	False
HGLibB_05558	C17orf66	757.67	817.49	757.67	817.49	0.10951	1789.7	26574	0.36701	0.64319	0.35681	0.71362	0.82118	True
brunello_IER5_2	IER5	7911.1	7688.1	7911.1	7688.1	-0.041248	24866	3.6982e+05	0.36671	0.35692	0.64308	0.71383	0.82137	False
HGLibA_16569	ESM1	5686.4	5501.3	5686.4	5501.3	-0.047733	17130	2.5526e+05	0.36636	0.35705	0.64295	0.7141	0.82161	False
brunello_RARRES3_2	RARRES3	1636.7	1544.7	1636.7	1544.7	-0.083374	4228.2	63067	0.36618	0.35712	0.64288	0.71423	0.82166	False
HGLibA_63425	ZEB2	2020.4	1916.9	2020.4	1916.9	-0.075819	5355.2	79888	0.36615	0.35713	0.64287	0.71425	0.82166	False
HGLibB_50050	TMEM184A	1740.3	1645.1	1740.3	1645.1	-0.081057	4525.3	67564	0.366	0.35718	0.64282	0.71437	0.82169	False
HGLibA_54023	SMIM15	7050.8	6842.2	7050.8	6842.2	-0.043328	21764	3.2497e+05	0.36598	0.35719	0.64281	0.71438	0.82169	False
brunello_HELB_1	HELB	2037.2	2141.1	2037.2	2141.1	0.071722	5396.4	80633	0.36586	0.64276	0.35724	0.71447	0.82173	True
brunello_GPNMB_2	GPNMB	2093.4	2198.9	2093.4	2198.9	0.070879	5561.8	83135	0.36579	0.64274	0.35726	0.71452	0.82173	True
HGLibA_49931	RNF222	6144.2	6337.1	6144.2	6337.1	0.04459	18605	2.7844e+05	0.36556	0.64265	0.35735	0.71469	0.82185	True
HGLibA_31887	IRF7	4870.6	5039.9	4870.6	5039.9	0.049283	14329	2.1452e+05	0.36551	0.64263	0.35737	0.71473	0.82185	True
brunello_DDX60L_4	DDX60L	1692.9	1599.5	1692.9	1599.5	-0.081846	4363.8	65504	0.36502	0.35755	0.64245	0.7151	0.82215	False
HGLibB_55622	ZNF260	7474.1	7259.1	7474.1	7259.1	-0.042104	23113	3.4696e+05	0.36501	0.35755	0.64245	0.7151	0.82215	False
HGLibA_55907	STX11	4291.5	4134.1	4291.5	4134.1	-0.053877	12379	1.861e+05	0.36474	0.35765	0.64235	0.71531	0.82232	False
HGLibA_01431	AKAP3	5802.8	5989.2	5802.8	5989.2	0.045594	17363	2.6113e+05	0.36467	0.64232	0.35768	0.71536	0.82232	True
brunello_FBXO6_2	FBXO6	4713.7	4547.9	4713.7	4547.9	-0.051638	13739	2.0677e+05	0.36454	0.35773	0.64227	0.71545	0.82237	False
brunello_NIPAL1_4	NIPAL1	3179.6	3046.8	3179.6	3046.8	-0.061528	8817.3	1.329e+05	0.36426	0.35783	0.64217	0.71566	0.82255	False
HGLibA_18663	FLT1	10078	10331	10078	10331	0.035867	32182	4.8532e+05	0.36417	0.64214	0.35786	0.71573	0.82255	True
brunello_CDC42EP2_3	CDC42EP2	4569.7	4407	4569.7	4407	-0.052296	13238	1.9969e+05	0.36412	0.35788	0.64212	0.71577	0.82255	False
HGLibB_53566	VGF	2396.3	2283.1	2396.3	2283.1	-0.069795	6409	96750	0.36399	0.35793	0.64207	0.71587	0.8226	False
HGLibB_27237	LRRC2	2865.9	2991	2865.9	2991	0.061638	7830.1	1.1828e+05	0.36388	0.64202	0.35798	0.71595	0.82264	True
brunello_COL1A1_4	COL1A1	159.82	184.6	159.82	184.6	0.20671	306.9	4638.6	0.36376	0.63856	0.36144	0.72288	0.82745	True
HGLibB_32466	NPR2	5744.6	5929.4	5744.6	5929.4	0.045651	17060	2.5819e+05	0.36352	0.64189	0.35811	0.71621	0.82288	True
HGLibB_36807	PKP2	4324	4166.6	4324	4166.6	-0.053498	12394	1.8768e+05	0.36342	0.35814	0.64186	0.71629	0.8229	False
HGLibA_40106	NFKB2	4918.9	4749.8	4918.9	4749.8	-0.050468	14303	2.1691e+05	0.36315	0.35825	0.64175	0.71649	0.82306	False
brunello_MRM1_1	MRM1	1813.3	1909.8	1813.3	1909.8	0.074828	4664.1	70753	0.3631	0.64173	0.35827	0.71653	0.82306	True
brunello_CREB3L3_1	CREB3L3	7115	7322.9	7115	7322.9	0.041565	21632	3.2829e+05	0.36302	0.6417	0.3583	0.71659	0.82307	True
brunello_CCL4L2_4	CCL4L2	6956.1	6750.9	6956.1	6750.9	-0.043195	21056	3.2008e+05	0.36272	0.35841	0.64159	0.71681	0.82326	False
brunello_TTC21A_1	TTC21A	3596	3737.5	3596	3737.5	0.055702	10024	1.5259e+05	0.36248	0.6415	0.3585	0.717	0.8234	True
brunello_PKD2L1_1	PKD2L1	4041.9	3890.7	4041.9	3890.7	-0.05498	11426	1.7399e+05	0.36242	0.35852	0.64148	0.71704	0.8234	False
brunello_S100A8_3	S100A8	3406.5	3543.8	3406.5	3543.8	0.056984	9423.8	1.436e+05	0.36229	0.64143	0.35857	0.71714	0.82341	True
brunello_TLX2_3	TLX2	1222.3	1145.1	1222.3	1145.1	-0.09408	2982.2	45449	0.36226	0.35858	0.64142	0.71716	0.82341	False
HGLibA_22525	HIST2H2AA4	3176.7	3044.8	3176.7	3044.8	-0.061145	8694.1	1.3276e+05	0.3619	0.35871	0.64129	0.71743	0.82355	False
HGLibA_19758	GCA	9815.1	10063	9815.1	10063	0.036047	30841	4.7115e+05	0.36182	0.64126	0.35874	0.71748	0.82355	True
HGLibB_30181	MSMB	2653.8	2534.6	2653.8	2534.6	-0.066258	7100.6	1.0849e+05	0.36179	0.35875	0.64125	0.71751	0.82355	False
HGLibB_09991	CLEC5A	6899.9	6696.1	6899.9	6696.1	-0.043237	20756	3.1717e+05	0.36178	0.35876	0.64124	0.71752	0.82355	False
HGLibB_50808	TNNI1	6426.3	6622.1	6426.3	6622.1	0.043283	19160	2.9284e+05	0.36174	0.64123	0.35877	0.71755	0.82355	True
HGLibB_08021	CCL4	4193.8	4039.8	4193.8	4039.8	-0.053962	11858	1.8135e+05	0.36164	0.35881	0.64119	0.71762	0.82358	False
HGLibB_13541	DNAJC1	1901.1	1802.3	1901.1	1802.3	-0.0769	4873.9	74610	0.36146	0.35888	0.64112	0.71776	0.82367	False
HGLibB_41398	RND3	2790.9	2668.5	2790.9	2668.5	-0.064686	7492.8	1.1481e+05	0.36129	0.35894	0.64106	0.71788	0.82375	False
HGLibA_00763	ADAM28	3242.8	3109.7	3242.8	3109.7	-0.060423	8851.2	1.3587e+05	0.36096	0.35907	0.64093	0.71813	0.82398	False
HGLibA_60358	TTC21A	7266.9	7476.1	7266.9	7476.1	0.040945	21887	3.3618e+05	0.36085	0.64089	0.35911	0.71821	0.824	True
brunello_SMCHD1_3	SMCHD1	1798.5	1702.9	1798.5	1702.9	-0.078696	4562.8	70106	0.36079	0.35913	0.64087	0.71826	0.824	False
brunello_ACSL1_4	ACSL1	4965.3	4796.4	4965.3	4796.4	-0.049902	14254	2.192e+05	0.36063	0.35919	0.64081	0.71838	0.82403	False
HGLibA_38879	MVB12B	5137.9	4965.8	5137.9	4965.8	-0.049145	14810	2.2778e+05	0.36061	0.3592	0.6408	0.71839	0.82403	False
brunello_PLAT_1	PLAT	2855.1	2731.4	2855.1	2731.4	-0.063856	7645.6	1.1777e+05	0.36033	0.3593	0.6407	0.7186	0.82421	False
brunello_ZNF691_4	ZNF691	2418	2305.4	2418	2305.4	-0.068772	6340.2	97735	0.3602	0.35935	0.64065	0.7187	0.82426	False
HGLibA_57882	TLCD1	5122.1	4950.6	5122.1	4950.6	-0.049132	14712	2.2699e+05	0.36004	0.35941	0.64059	0.71882	0.82432	False
HGLibA_19740	GBP5	2400.3	2512.3	2400.3	2512.3	0.065802	6278.6	96929	0.35993	0.64055	0.35945	0.7189	0.82432	True
HGLibA_55399	SSB	2052	1949.4	2052	1949.4	-0.073967	5263.8	81291	0.35987	0.35947	0.64053	0.71894	0.82432	False
brunello_NTNG2_1	NTNG2	6202.4	6011.5	6202.4	6011.5	-0.045091	18219	2.814e+05	0.35984	0.35948	0.64052	0.71897	0.82432	False
HGLibA_31947	ISG20	6779.5	6980.1	6779.5	6980.1	0.042063	20121	3.1097e+05	0.35973	0.64048	0.35952	0.71905	0.82435	True
HGLibA_56016	SULF2	5338.2	5513.5	5338.2	5513.5	0.046613	15369	2.3777e+05	0.35955	0.64041	0.35959	0.71918	0.82444	True
brunello_ZBTB6_2	ZBTB6	2309.5	2419	2309.5	2419	0.066808	5996.2	92825	0.35943	0.64036	0.35964	0.71927	0.82444	True
HGLibA_39113	MYO1C	6674	6872.6	6674	6872.6	0.042309	19731	3.0554e+05	0.35939	0.64035	0.35965	0.7193	0.82444	True
HGLibA_41574	ODF3B	7067.6	6862.5	7067.6	6862.5	-0.042484	21037	3.2584e+05	0.35934	0.35967	0.64033	0.71934	0.82444	False
HGLibB_32583	NR4A2	9613.9	9370.7	9613.9	9370.7	-0.03695	29555	4.6032e+05	0.35835	0.36004	0.63996	0.72008	0.82522	False
HGLibA_00018	A4GALT	6708.5	6907.1	6708.5	6907.1	0.042085	19723	3.0731e+05	0.35827	0.63993	0.36007	0.72014	0.82522	True
brunello_YEATS2_2	YEATS2	1236.1	1159.3	1236.1	1159.3	-0.092512	2952.3	46026	0.35817	0.36011	0.63989	0.72022	0.82522	False
brunello_CHORDC1_2	CHORDC1	1881.3	1784.1	1881.3	1784.1	-0.076536	4729.4	73741	0.35815	0.36012	0.63988	0.72023	0.82522	False
brunello_HSD3B7_1	HSD3B7	3614.7	3474.9	3614.7	3474.9	-0.056907	9778.2	1.5348e+05	0.35695	0.36056	0.63944	0.72113	0.82618	False
brunello_PLA2G7_2	PLA2G7	3718.3	3860.3	3718.3	3860.3	0.054051	10080	1.5843e+05	0.35672	0.63935	0.36065	0.7213	0.82632	True
brunello_CDKN1C_1	CDKN1C	4031	3882.6	4031	3882.6	-0.054113	11016	1.7346e+05	0.35639	0.36077	0.63923	0.72155	0.82654	False
HGLibA_04973	BTN3A3	4115.9	3965.8	4115.9	3965.8	-0.053586	11266	1.7757e+05	0.35622	0.36084	0.63916	0.72168	0.82663	False
brunello_LMTK3_3	LMTK3	3333.5	3466.7	3333.5	3466.7	0.056511	8872	1.4015e+05	0.35582	0.63901	0.36099	0.72197	0.8268	True
HGLibA_51137	SCAMP5	6678.9	6875.7	6678.9	6875.7	0.041882	19358	3.0579e+05	0.35582	0.63901	0.36099	0.72197	0.8268	True
brunello_PARP15_2	PARP15	1419.6	1502.1	1419.6	1502.1	0.081421	3401.6	53760	0.35573	0.63898	0.36102	0.72204	0.8268	True
brunello_CMKLR1_3	CMKLR1	6590.1	6394.9	6590.1	6394.9	-0.043373	19053	3.0123e+05	0.35567	0.36104	0.63896	0.72209	0.8268	False
brunello_ADORA3_4	ADORA3	3947.2	4093.5	3947.2	4093.5	0.052524	10715	1.6942e+05	0.35565	0.63895	0.36105	0.7221	0.8268	True
HGLibA_45721	PNPT1	1815.2	1909.8	1815.2	1909.8	0.073259	4475.5	70840	0.35547	0.63888	0.36112	0.72224	0.82691	True
brunello_TMEM62_1	TMEM62	2079.6	2181.7	2079.6	2181.7	0.069072	5205.8	82520	0.35521	0.63878	0.36122	0.72244	0.82707	True
HGLibA_50840	S100A2	5154.7	4985.1	5154.7	4985.1	-0.048258	14383	2.2861e+05	0.35472	0.3614	0.6386	0.7228	0.82742	False
brunello_FCGR3A_3	FCGR3A	3013.9	2888.6	3013.9	2888.6	-0.061231	7847.6	1.2515e+05	0.35413	0.36162	0.63838	0.72324	0.82777	False
HGLibA_30909	IFIH1	5314.5	5142.3	5314.5	5142.3	-0.047516	14829	2.3659e+05	0.35406	0.36165	0.63835	0.72329	0.82777	False
brunello_MT1X_2	MT1X	3993.5	4140.2	3993.5	4140.2	0.052026	10757	1.7165e+05	0.35403	0.63834	0.36166	0.72332	0.82777	True
HGLibA_41209	NUDCD1	6227.1	6415.2	6227.1	6415.2	0.042933	17696	2.8266e+05	0.35385	0.63827	0.36173	0.72345	0.82784	True
HGLibB_21502	HIST2H2AC	3949.1	3803.5	3949.1	3803.5	-0.054205	10609	1.6951e+05	0.35379	0.36175	0.63825	0.7235	0.82784	False
HGLibB_00582	ACSM5	3356.2	3223.3	3356.2	3223.3	-0.058275	8832	1.4122e+05	0.35367	0.36179	0.63821	0.72359	0.82784	False
HGLibA_64531	NonTargetingControlGuideForHuman_0148	11438	11703	11438	11703	0.032984	34990	5.5949e+05	0.35366	0.6382	0.3618	0.72359	0.82784	True
HGLibA_05694	C19orf66	2232.5	2126.9	2232.5	2126.9	-0.069906	5580.6	89360	0.35341	0.36189	0.63811	0.72378	0.82799	False
HGLibA_31970	ISOC1	6032.7	5848.2	6032.7	5848.2	-0.044803	17019	2.7277e+05	0.35325	0.36195	0.63805	0.7239	0.828	False
FHCRC_O_E_P_57	KIR2DS5	7540.2	7331.1	7540.2	7331.1	-0.040565	21859	3.504e+05	0.35322	0.36196	0.63804	0.72392	0.828	False
HGLibB_53550	VEGFC	1401.9	1320.6	1401.9	1320.6	-0.086142	3305.9	53006	0.35318	0.36198	0.63802	0.72395	0.828	False
brunello_EML4_3	EML4	3975.8	3829.8	3975.8	3829.8	-0.053936	10648	1.708e+05	0.3531	0.36201	0.63799	0.72401	0.82801	False
FHCRC_O_E_P_8	DCDC5	4180	4329.9	4180	4329.9	0.050815	11233	1.8068e+05	0.35262	0.63781	0.36219	0.72437	0.82836	True
brunello_VGLL2_1	VGLL2	5578.9	5754.9	5578.9	5754.9	0.044803	15488	2.4984e+05	0.35212	0.63762	0.36238	0.72475	0.82873	True
HGLibB_18273	G3BP1	6230	6043	6230	6043	-0.043976	17497	2.8281e+05	0.35176	0.36251	0.63749	0.72502	0.82895	False
brunello_HPSE_1	HPSE	2093.4	2194.9	2093.4	2194.9	0.068216	5142.1	83135	0.35172	0.63747	0.36253	0.72505	0.82895	True
HGLibA_46434	PPP2R2A	7065.6	7266.2	7065.6	7266.2	0.040369	20106	3.2574e+05	0.35135	0.63734	0.36266	0.72533	0.82921	True
HGLibA_10202	CMPK2	2742.6	2624.9	2742.6	2624.9	-0.063252	6925.3	1.1258e+05	0.35076	0.36288	0.63712	0.72577	0.82963	False
HGLibB_21352	HIST1H2AC	6039.6	5856.3	6039.6	5856.3	-0.044453	16797	2.7312e+05	0.35071	0.3629	0.6371	0.7258	0.82963	False
HGLibA_65293	ZSCAN22	6589.1	6781.3	6589.1	6781.3	0.041477	18473	3.0118e+05	0.35024	0.63692	0.36308	0.72616	0.82987	True
HGLibA_35632	LRRC3B	2212.8	2108.6	2212.8	2108.6	-0.069536	5426	88474	0.35022	0.36309	0.63691	0.72617	0.82987	False
HGLibA_64632	ZNF594	5776.2	5954.7	5776.2	5954.7	0.043901	15932	2.5979e+05	0.35022	0.63691	0.36309	0.72618	0.82987	True
brunello_SLC18B1_1	SLC18B1	7793.7	7582.6	7793.7	7582.6	-0.039609	22280	3.6366e+05	0.35005	0.36315	0.63685	0.7263	0.82995	False
brunello_KEAP1_2	KEAP1	4408.9	4562.1	4408.9	4562.1	0.049292	11747	1.9182e+05	0.34996	0.63682	0.36318	0.72637	0.82996	True
HGLibA_23131	HS3ST3B1	3795.2	3654.4	3795.2	3654.4	-0.054549	9920.4	1.6212e+05	0.34984	0.36323	0.63677	0.72646	0.83001	False
brunello_HTR1D_3	HTR1D	2672.5	2556.9	2672.5	2556.9	-0.063768	6681.6	1.0936e+05	0.34957	0.36333	0.63667	0.72666	0.83018	False
brunello_CCNA1_3	CCNA1	3510.1	3375.5	3510.1	3375.5	-0.056423	9067.7	1.4851e+05	0.34945	0.36337	0.63663	0.72675	0.83022	False
brunello_PML_1	PML	4121.8	4269	4121.8	4269	0.050625	10839	1.7786e+05	0.34913	0.6365	0.3635	0.72699	0.83039	True
brunello_FBXO39_3	FBXO39	2464.4	2354.1	2464.4	2354.1	-0.066028	6082	99841	0.34905	0.36353	0.63647	0.72705	0.83039	False
HGLibB_09326	CHAC1	5924.2	5743.7	5924.2	5743.7	-0.044618	16280	2.6727e+05	0.34904	0.36353	0.63647	0.72706	0.83039	False
sgGPATCH11_4	GPATCH11	3270.4	3141.2	3270.4	3141.2	-0.058148	8350.4	1.3717e+05	0.34893	0.36357	0.63643	0.72714	0.83042	False
brunello_TMEM60_1	TMEM60	3799.2	3939.4	3799.2	3939.4	0.052268	9828.5	1.623e+05	0.34801	0.63608	0.36392	0.72783	0.83108	True
HGLibA_49456	RHOB	5480.2	5652.5	5480.2	5652.5	0.044631	14829	2.4489e+05	0.34801	0.63608	0.36392	0.72783	0.83108	True
brunello_NFKB2_3	NFKB2	5713.1	5536.8	5713.1	5536.8	-0.045196	15529	2.566e+05	0.3479	0.36396	0.63604	0.72791	0.83111	False
HGLibA_63772	ZNF140	7148.5	6948.7	7148.5	6948.7	-0.040893	19961	3.3003e+05	0.3478	0.364	0.636	0.72799	0.83114	False
HGLibA_22362	HIST1H1C	2972.5	3094.5	2972.5	3094.5	0.058034	7448	1.2322e+05	0.34769	0.63596	0.36404	0.72808	0.83117	True
brunello_TOR1B_2	TOR1B	6211.3	6026.7	6211.3	6026.7	-0.043508	17029	2.8185e+05	0.34762	0.36406	0.63594	0.72813	0.83117	False
brunello_ZNF366_1	ZNF366	3302	3172.6	3302	3172.6	-0.057639	8366.8	1.3866e+05	0.3474	0.36415	0.63585	0.72829	0.83125	False
HGLibA_06202	C3	2322.3	2216.2	2322.3	2216.2	-0.06748	5635.8	93404	0.34738	0.36415	0.63585	0.7283	0.83125	False
HGLibA_58514	TMEM217	3962.9	3819.7	3962.9	3819.7	-0.0531	10260	1.7018e+05	0.34724	0.36421	0.63579	0.72841	0.8313	False
HGLibA_52950	SLC25A19	3129.3	3254.8	3129.3	3254.8	0.056685	7867.8	1.3055e+05	0.34718	0.63577	0.36423	0.72845	0.8313	True
HGLibB_38978	PSEN2	5813.7	5636.2	5813.7	5636.2	-0.044717	15747	2.6168e+05	0.34692	0.36433	0.63567	0.72865	0.83147	False
HGLibA_20253	GLI3	4238.2	4386.7	4238.2	4386.7	0.049666	11023	1.835e+05	0.34661	0.63556	0.36444	0.72888	0.83155	True
brunello_FEZ1_1	FEZ1	2667.6	2782.1	2667.6	2782.1	0.060609	6555	1.0913e+05	0.3466	0.63556	0.36444	0.72889	0.83155	True
HGLibA_09647	CHST7	8269.2	8485.3	8269.2	8485.3	0.037211	23346	3.8867e+05	0.3466	0.63556	0.36444	0.72889	0.83155	True
HGLibA_52570	SKIL	4337.8	4488.1	4337.8	4488.1	0.049118	11290	1.8836e+05	0.34623	0.63542	0.36458	0.72917	0.83172	True
HGLibA_38471	MSC	6992.6	7189.1	6992.6	7189.1	0.039966	19296	3.2196e+05	0.34621	0.63541	0.36459	0.72918	0.83172	True
HGLibA_48806	RBM25	4762	4603.7	4762	4603.7	-0.04877	12533	2.0916e+05	0.34619	0.3646	0.6354	0.7292	0.83172	False
brunello_PLCB3_3	PLCB3	4309.2	4458.7	4309.2	4458.7	0.049179	11169	1.8696e+05	0.34566	0.6352	0.3648	0.7296	0.83211	True
HGLibB_35772	PDE6H	6351.4	6536.9	6351.4	6536.9	0.041533	17211	2.89e+05	0.34512	0.635	0.365	0.73	0.83252	True
HGLibA_52716	SLC16A13	5519.7	5691	5519.7	5691	0.044084	14671	2.4687e+05	0.34476	0.63486	0.36514	0.73028	0.83276	True
HGLibA_02532	APOL3	5886.7	6064.3	5886.7	6064.3	0.042863	15762	2.6537e+05	0.34466	0.63483	0.36517	0.73035	0.83279	True
HGLibB_01350	AIM2	3756.8	3618.9	3756.8	3618.9	-0.053932	9505.6	1.6027e+05	0.34441	0.36527	0.63473	0.73054	0.83294	False
brunello_AEN_3	AEN	5709.1	5534.8	5709.1	5534.8	-0.044728	15193	2.564e+05	0.34425	0.36533	0.63467	0.73066	0.83301	False
HGLibA_21567	GTF2IRD1	1762	1852	1762	1852	0.071886	4056.3	68511	0.34411	0.63462	0.36538	0.73076	0.83307	True
brunello_P2RY1_1	P2RY1	2916.2	3035.7	2916.2	3035.7	0.057898	7134.7	1.2061e+05	0.34397	0.63456	0.36544	0.73087	0.83311	True
HGLibA_16265	EPC1	7316.2	7116	7316.2	7116	-0.040015	20033	3.3874e+05	0.34392	0.36545	0.63455	0.73091	0.83311	False
brunello_ZFHX2_2	ZFHX2	1914.9	1820.6	1914.9	1820.6	-0.072806	4444.9	75219	0.34378	0.3655	0.6345	0.73101	0.83317	False
brunello_TRIM56_1	TRIM56	4324	4472.9	4324	4472.9	0.04882	11080	1.8768e+05	0.34362	0.63443	0.36557	0.73114	0.83325	True
HGLibA_65115	ZNF829	2733.7	2618.8	2733.7	2618.8	-0.061923	6600.4	1.1217e+05	0.34306	0.36578	0.63422	0.73156	0.83367	False
brunello_NME8_2	NME8	4643.7	4489.1	4643.7	4489.1	-0.048822	11943	2.0333e+05	0.34274	0.3659	0.6341	0.73179	0.83387	False
HGLibB_51116	TPRG1	3843.6	3705.1	3843.6	3705.1	-0.052926	9589.1	1.6444e+05	0.34151	0.36636	0.63364	0.73272	0.83487	False
brunello_CISH_4	CISH	2204.9	2103.6	2204.9	2103.6	-0.067856	5136.1	88120	0.34142	0.36639	0.63361	0.73279	0.83488	False
brunello_RHPN1_1	RHPN1	3264.5	3390.7	3264.5	3390.7	0.054703	7962.7	1.3689e+05	0.34108	0.63348	0.36652	0.73304	0.83512	True
HGLibB_56873	ZNRF2	5244.5	5409	5244.5	5409	0.044569	13543	2.3309e+05	0.34089	0.63341	0.36659	0.73319	0.83522	True
brunello_DUSP5_2	DUSP5	6500.3	6314.8	6500.3	6314.8	-0.041776	17216	2.9662e+05	0.3407	0.36666	0.63334	0.73333	0.83528	False
brunello_GIMAP5_1	GIMAP5	5975.5	5798.5	5975.5	5798.5	-0.043366	15660	2.6987e+05	0.34067	0.36668	0.63332	0.73335	0.83528	False
HGLibA_34762	LIF	6895	7086.6	6895	7086.6	0.039553	18370	3.1692e+05	0.34048	0.63325	0.36675	0.73349	0.83538	True
HGLibB_36168	PGBD1	5821.6	5647.4	5821.6	5647.4	-0.043821	15173	2.6208e+05	0.34027	0.36682	0.63318	0.73365	0.83541	False
HGLibB_37922	PPM1E	1757	1846	1757	1846	0.071183	3953.2	68295	0.34024	0.63316	0.36684	0.73367	0.83541	True
HGLibB_23573	IRG1	7813.4	7608	7813.4	7608	-0.038441	21108	3.647e+05	0.34023	0.36684	0.63316	0.73368	0.83541	False
brunello_FKBP5_1	FKBP5	748.79	693.75	748.79	693.75	-0.10998	1514.3	26225	0.33984	0.36699	0.63301	0.73398	0.83567	False
HGLibB_56823	ZNF879	2616.3	2727.3	2616.3	2727.3	0.059938	6163.7	1.0678e+05	0.33978	0.63299	0.36701	0.73402	0.83567	True
brunello_HSPA6_4	HSPA6	1201.6	1129.9	1201.6	1129.9	-0.088717	2572.3	44586	0.33968	0.36705	0.63295	0.73409	0.8357	False
HGLibB_02741	ARHGAP27	5469.4	5637.3	5469.4	5637.3	0.043602	14088	2.4434e+05	0.33957	0.63291	0.36709	0.73418	0.83573	True
brunello_ST6GALNAC1_3	ST6GALNAC1	1340.7	1416.9	1340.7	1416.9	0.0797	2903.8	50418	0.33939	0.63284	0.36716	0.73431	0.83582	True
HGLibA_31162	IGSF1	5164.6	5326.9	5164.6	5326.9	0.04464	13176	2.2911e+05	0.33915	0.63275	0.36725	0.7345	0.8359	True
brunello_CXCR6_2	CXCR6	3728.1	3863.3	3728.1	3863.3	0.051366	9134.8	1.589e+05	0.33908	0.63272	0.36728	0.73455	0.8359	True
brunello_DSE_3	DSE	3145.1	3267.9	3145.1	3267.9	0.055259	7545.1	1.3128e+05	0.33903	0.63271	0.36729	0.73459	0.8359	True
FHCRC_O_E_P_71	SRGAP2P2	4758.1	4913.1	4758.1	4913.1	0.04623	12008	2.0896e+05	0.33901	0.6327	0.3673	0.7346	0.8359	True
HGLibA_04974	BTN3A3	4066.5	3925.2	4066.5	3925.2	-0.051027	9989.9	1.7518e+05	0.33772	0.36779	0.63221	0.73558	0.83683	False
brunello_SAT1_1	SAT1	3657.1	3790.3	3657.1	3790.3	0.051586	8867	1.5551e+05	0.3377	0.6322	0.3678	0.73559	0.83683	True
HGLibB_08067	CCND2	6848.6	7037.9	6848.6	7037.9	0.039342	17928	3.1453e+05	0.33764	0.63218	0.36782	0.73563	0.83683	True
brunello_ARHGEF3_4	ARHGEF3	3918.6	3780.1	3918.6	3780.1	-0.051866	9578.3	1.6804e+05	0.33764	0.36782	0.63218	0.73564	0.83683	False
brunello_CD40_1	CD40	2428.9	2534.6	2428.9	2534.6	0.061467	5592.9	98227	0.33746	0.63211	0.36789	0.73577	0.83689	True
brunello_C1orf95_3	C1orf95	4027.1	3886.6	4027.1	3886.6	-0.051194	9860.3	1.7327e+05	0.33736	0.36792	0.63208	0.73585	0.83689	False
HGLibA_06160	C2orf66	6171.8	6350.3	6171.8	6350.3	0.041118	15924	2.7985e+05	0.33735	0.63207	0.36793	0.73585	0.83689	True
HGLibA_52571	SKIL	5767.3	5595.7	5767.3	5595.7	-0.043587	14735	2.5934e+05	0.33709	0.36802	0.63198	0.73605	0.837	False
brunello_CD38_2	CD38	4590.4	4439.4	4590.4	4439.4	-0.048237	11397	2.0071e+05	0.33699	0.36806	0.63194	0.73612	0.837	False
brunello_SUSD3_4	SUSD3	7675.3	7876.7	7675.3	7876.7	0.037368	20286	3.5746e+05	0.3369	0.6319	0.3681	0.73619	0.837	True
brunello_LHFPL2_4	LHFPL2	3735.1	3600.6	3735.1	3600.6	-0.052869	9036.3	1.5923e+05	0.33689	0.3681	0.6319	0.7362	0.837	False
HGLibA_40934	NRARP	2630.1	2740.5	2630.1	2740.5	0.0593	6094.4	1.0741e+05	0.33687	0.63189	0.36811	0.73622	0.837	True
brunello_CASP5_3	CASP5	4331.9	4478	4331.9	4478	0.047825	10664	1.8807e+05	0.33676	0.63185	0.36815	0.7363	0.83703	True
brunello_SEC14L2_1	SEC14L2	1146.4	1077.1	1146.4	1077.1	-0.089774	2395.7	42292	0.33659	0.36821	0.63179	0.73642	0.83711	False
HGLibA_16795	EXOSC9	5483.2	5316.7	5483.2	5316.7	-0.044469	13855	2.4504e+05	0.33628	0.36833	0.63167	0.73666	0.83732	False
